current_time,temperature,usage_cpu1,usage_cpu2,usage_cpu3,usage_cpu4,memory_cpu,memory_gpu,frequency_cpu,frequency_core,loadavg_1,loadavg_5,loadavg_15
210623-00:00:11,33.24,62.72,52.72,2.08,35.72,359.64,542.67,42.09,142.90,0.67,1.51,1.95
210623-00:00:12,67.89,14.01,53.95,58.57,46.04,627.56,469.36,86.12,854.82,1.86,1.61,0.18
210623-00:00:12,12.52,66.05,17.02,92.25,63.54,531.37,51.36,275.94,566.88,0.26,0.80,1.55
210623-00:00:13,7.95,29.05,63.99,79.08,64.07,967.79,501.76,216.63,632.50,0.95,1.95,1.38
210623-00:00:13,67.99,73.19,20.60,27.74,26.13,824.25,391.73,439.78,23.63,1.32,1.91,0.17
210623-00:00:14,34.36,84.69,84.64,70.30,82.40,607.57,814.85,482.91,859.49,1.78,0.53,1.72
210623-00:00:14,6.49,79.01,95.62,20.94,26.78,827.75,216.20,286.81,879.71,0.62,1.16,0.93
210623-00:00:15,65.57,14.42,52.66,78.11,60.58,608.02,739.64,946.16,841.78,1.08,0.11,0.18
210623-00:00:15,54.00,10.38,93.96,11.41,11.17,24.75,730.04,244.60,624.92,1.47,1.34,0.06
210623-00:00:16,38.61,43.90,14.06,0.98,6.43,141.80,257.63,469.41,435.02,1.84,0.84,0.00
210623-00:00:16,20.21,66.39,47.80,71.56,79.15,197.75,481.61,703.35,443.28,1.41,0.74,1.27
210623-00:00:17,57.18,72.27,46.99,33.05,42.75,129.34,877.93,458.03,264.69,0.10,1.93,1.48
210623-00:00:17,56.74,39.33,24.65,51.65,1.30,153.58,925.60,970.00,329.32,1.91,1.51,1.54
210623-00:00:18,14.28,0.57,78.49,55.43,41.44,654.63,470.60,492.73,561.43,0.92,0.84,0.30
210623-00:00:18,10.45,86.01,43.98,48.64,93.13,868.27,104.19,916.58,89.16,1.15,0.71,1.29
210623-00:00:19,65.56,1.36,68.48,41.67,28.75,933.06,942.16,273.70,352.05,1.06,0.55,1.40
210623-00:00:19,3.47,64.17,15.36,63.68,53.82,596.44,177.21,112.57,39.49,1.73,0.47,0.68
210623-00:00:20,16.46,32.07,62.93,91.00,9.07,432.68,278.54,285.83,991.34,1.10,0.37,0.05
210623-00:00:20,43.02,61.79,44.13,91.46,21.60,741.55,85.66,164.55,21.99,0.44,0.02,0.11
210623-00:00:21,35.30,0.94,91.28,94.09,91.62,401.35,945.32,316.18,118.81,0.93,0.45,1.38
210623-00:00:21,24.03,75.31,45.16,62.86,37.81,849.52,466.70,638.42,547.68,1.69,0.74,1.30
210623-00:00:22,8.21,36.34,66.27,24.92,29.22,626.69,859.55,990.70,916.87,0.37,0.44,0.50
210623-00:00:22,3.51,80.12,36.96,28.74,40.58,879.02,331.49,137.86,672.44,0.24,1.54,1.85
210623-00:00:23,48.46,23.55,5.24,29.33,31.06,109.92,741.67,642.41,859.09,1.47,0.17,1.95
210623-00:00:23,56.10,20.92,40.88,92.94,97.40,616.38,724.28,953.97,913.47,0.39,1.36,0.52
210623-00:00:24,25.25,40.88,78.99,0.56,20.06,898.87,40.05,566.86,947.47,0.23,1.10,0.73
210623-00:00:24,49.34,35.26,87.17,40.66,59.23,512.39,730.86,291.55,93.39,0.52,1.79,0.48
210623-00:00:25,51.01,13.26,19.53,84.82,46.22,866.72,628.85,656.33,504.18,0.63,1.87,0.89
210623-00:00:25,4.00,2.00,50.57,11.57,45.64,75.29,372.61,584.94,836.78,0.25,1.09,0.32
210623-00:00:26,68.68,62.86,59.91,80.59,92.12,382.13,297.20,974.80,193.81,0.16,0.07,1.00
210623-00:00:26,7.49,72.74,82.79,47.98,38.45,93.86,894.44,149.67,449.48,1.76,0.37,0.52
210623-00:00:27,62.27,20.82,0.46,1.81,27.60,115.80,666.48,215.12,411.16,1.09,1.19,0.38
210623-00:00:27,26.79,28.15,84.07,92.64,69.47,256.57,166.02,245.15,395.69,0.56,1.69,0.45
210623-00:00:28,32.99,1.30,99.22,87.74,28.71,515.37,333.17,692.36,984.83,0.47,0.66,0.96
210623-00:00:28,17.55,90.26,37.36,27.45,38.63,167.81,630.57,140.68,297.37,1.44,0.47,0.73
210623-00:00:29,23.43,65.31,0.39,81.30,30.82,865.19,375.74,377.34,971.67,1.49,1.97,1.44
210623-00:00:29,19.75,27.85,14.26,48.71,64.22,650.41,371.77,431.48,828.90,0.14,0.67,0.55
210623-00:00:30,54.84,82.73,16.60,59.97,10.14,796.78,579.46,69.10,711.35,1.75,0.23,1.66
210623-00:00:30,31.60,15.97,69.68,86.61,60.59,271.86,470.53,338.09,870.95,1.57,1.47,0.01
210623-00:00:31,49.01,38.65,86.89,99.81,47.06,81.43,206.85,871.40,60.27,1.03,1.27,0.75
210623-00:00:31,10.47,87.23,20.24,15.77,86.63,381.56,232.85,393.14,450.93,1.88,0.43,0.66
210623-00:00:32,64.91,73.61,98.44,77.38,73.81,417.05,408.80,197.73,747.66,0.17,0.20,1.44
210623-00:00:32,57.47,42.09,6.58,7.89,57.45,485.50,417.29,741.21,460.43,0.05,1.82,0.76
210623-00:00:33,18.37,66.90,39.33,53.04,23.16,475.60,527.06,695.52,780.00,1.34,0.50,1.58
210623-00:00:33,5.66,93.13,69.73,21.72,71.92,113.36,121.19,324.59,100.17,1.18,1.57,0.06
210623-00:00:34,18.17,38.18,5.88,39.82,41.37,439.37,412.40,923.38,988.37,0.64,0.61,0.87
210623-00:00:34,10.58,45.06,43.68,36.82,1.53,260.80,924.72,39.04,931.58,0.76,1.72,0.96
210623-00:00:35,17.39,57.04,51.35,38.85,95.32,68.87,866.64,954.93,468.81,1.92,0.29,0.99
210623-00:00:35,11.84,16.41,58.61,88.75,61.41,111.59,220.60,14.18,670.28,0.88,0.35,0.01
210623-00:00:36,59.40,37.47,53.61,49.71,0.50,594.73,259.29,269.32,483.82,0.29,1.70,1.33
210623-00:00:37,47.90,13.58,21.37,13.46,76.53,703.20,971.23,436.89,29.79,1.94,0.18,1.36
210623-00:00:37,58.47,98.06,13.93,27.01,81.28,505.80,264.30,508.88,879.02,0.63,0.87,0.20
210623-00:00:38,55.00,44.88,95.84,86.35,35.14,964.73,428.94,168.06,491.81,0.31,1.37,1.90
210623-00:00:38,61.67,41.12,52.56,85.11,90.69,325.89,469.10,719.79,750.66,0.90,1.74,0.96
210623-00:00:39,13.08,85.83,54.99,44.19,69.86,185.22,561.33,18.73,610.69,0.29,0.07,0.24
210623-00:00:39,49.52,39.31,18.42,86.30,17.57,334.47,223.69,730.19,933.17,1.25,0.33,0.09
210623-00:00:40,49.98,89.24,24.75,18.06,64.90,583.37,429.67,820.22,63.72,0.37,0.56,1.50
210623-00:00:40,67.29,13.92,25.24,13.24,81.25,190.60,790.21,144.71,92.00,1.28,0.86,1.40
210623-00:00:41,34.36,11.12,3.14,78.31,17.94,504.66,2.41,115.58,472.34,1.36,1.97,0.08
210623-00:00:41,35.83,33.39,27.61,98.26,74.12,177.10,862.66,167.54,495.89,0.94,1.29,1.04
210623-00:00:42,38.40,46.15,13.14,15.35,59.05,679.17,81.00,215.97,996.06,0.35,0.58,1.25
210623-00:00:42,56.11,68.59,75.53,50.22,81.60,49.92,79.49,376.51,502.79,0.28,1.82,1.48
210623-00:00:43,62.38,31.84,54.21,22.73,37.18,250.89,246.86,831.21,540.63,1.59,0.10,0.76
210623-00:00:43,14.76,30.19,93.32,32.58,89.75,404.25,634.02,462.71,384.12,1.44,0.98,1.79
210623-00:00:44,18.07,21.38,34.48,54.69,1.89,450.92,651.71,542.69,432.90,1.36,1.24,1.58
210623-00:00:44,55.44,3.31,75.44,17.40,68.36,147.58,376.13,799.80,510.80,0.33,0.71,1.85
210623-00:00:45,13.49,84.44,91.52,51.84,51.83,723.58,374.26,485.87,465.14,1.66,1.92,0.32
210623-00:00:45,45.48,69.00,35.69,86.03,1.08,388.41,527.53,691.01,311.01,1.22,0.69,0.29
210623-00:00:46,58.09,59.28,16.52,34.56,75.39,427.24,820.63,222.93,39.99,1.73,1.89,1.83
210623-00:00:46,29.51,22.56,81.58,48.70,78.00,973.23,75.48,608.94,375.57,0.91,0.89,0.50
210623-00:00:47,23.51,7.47,8.54,9.37,70.99,136.56,9.96,376.63,454.20,0.53,0.81,0.94
210623-00:00:47,51.53,49.66,48.91,55.65,44.77,661.74,265.38,638.65,203.30,1.60,0.77,0.27
210623-00:00:48,30.20,90.49,51.16,22.65,80.73,54.90,907.32,649.82,120.57,0.34,0.78,0.85
210623-00:00:48,58.20,57.91,10.50,94.83,4.21,429.35,389.15,307.97,443.68,1.35,0.04,1.10
210623-00:00:49,28.71,18.14,42.52,1.01,92.29,89.97,261.74,788.51,100.28,0.48,1.85,1.79
210623-00:00:49,53.88,32.09,73.43,22.65,38.99,468.78,14.19,68.49,976.59,0.41,0.52,1.87
210623-00:00:50,44.25,40.03,54.75,37.01,47.89,967.22,231.11,646.13,656.48,1.88,1.02,0.23
210623-00:00:50,31.78,94.91,88.91,87.45,36.53,822.25,367.55,777.27,405.55,0.95,0.14,0.26
210623-00:00:51,44.12,66.82,11.35,45.74,0.02,537.22,780.98,33.69,849.76,0.58,1.61,1.87
210623-00:00:51,67.69,6.93,59.48,61.59,80.07,433.68,237.75,513.91,847.28,1.46,1.84,1.18
210623-00:00:52,62.37,64.16,53.50,27.83,43.56,7.63,102.43,989.99,841.59,1.56,1.98,1.24
210623-00:00:52,11.87,76.57,76.76,68.53,67.32,798.79,906.14,992.70,756.26,1.27,1.16,1.94
210623-00:00:53,28.01,31.39,2.55,89.32,38.94,286.27,205.61,935.34,860.66,1.62,1.65,1.77
210623-00:00:53,53.16,49.63,16.25,19.72,49.58,897.26,817.51,710.36,416.76,0.22,1.68,1.90
210623-00:00:54,68.11,6.50,96.41,51.61,23.06,359.85,893.56,559.19,484.19,0.69,1.28,0.73
210623-00:00:54,51.18,2.96,38.28,3.72,25.85,983.89,760.22,44.55,787.01,0.83,1.93,0.65
210623-00:00:55,37.79,40.24,0.34,17.83,67.87,347.23,130.60,868.67,203.34,0.50,1.70,0.19
210623-00:00:55,66.95,7.67,59.69,63.67,88.25,877.50,823.10,770.31,226.95,0.02,1.16,1.21
210623-00:00:56,28.11,52.51,28.41,40.29,77.32,484.94,991.93,274.08,110.25,0.35,0.87,1.92
210623-00:00:56,41.08,60.05,21.85,52.85,40.35,154.40,421.06,89.67,100.70,1.57,0.55,1.54
210623-00:00:57,24.70,11.60,11.40,71.10,68.01,815.97,104.28,821.32,797.21,1.84,1.72,1.40
210623-00:00:57,48.19,67.22,86.89,77.72,93.87,910.37,89.69,427.56,546.00,0.62,0.18,1.57
210623-00:00:58,21.85,67.60,44.79,24.33,60.33,195.08,189.44,267.04,147.63,0.63,0.15,1.14
210623-00:00:58,9.01,91.05,74.87,56.13,46.12,498.47,215.99,825.34,376.03,0.79,1.04,0.91
210623-00:00:59,61.24,28.68,13.56,5.92,23.76,422.78,581.80,733.69,141.11,1.29,0.89,0.39
210623-00:00:59,22.71,61.25,59.13,88.58,72.74,903.04,674.67,913.68,283.28,1.85,0.41,0.68
210623-00:01:00,30.89,56.19,91.99,91.24,42.96,902.60,167.02,988.81,301.73,0.23,0.15,0.38
210623-00:01:00,46.43,82.95,19.41,83.30,99.07,430.16,660.07,138.57,213.22,1.86,0.44,1.68
210623-00:01:01,64.05,93.88,40.32,20.94,86.13,700.14,186.35,63.82,25.20,0.14,0.29,1.55
210623-00:01:01,24.07,81.52,9.62,91.15,84.17,56.34,917.80,473.70,958.03,1.00,0.92,0.21
210623-00:01:02,23.18,62.50,90.41,29.63,26.07,597.40,512.81,744.71,432.50,1.52,0.74,0.14
210623-00:01:02,65.24,12.73,70.88,42.01,76.70,379.22,305.03,171.91,503.70,0.76,0.82,0.97
210623-00:01:03,63.97,66.41,55.07,31.94,54.91,191.66,525.24,444.75,916.13,1.65,1.48,1.24
210623-00:01:03,65.82,89.28,75.17,25.75,99.87,892.17,267.45,889.12,677.47,0.12,1.48,1.39
210623-00:01:04,30.88,26.00,69.86,15.24,82.34,648.86,595.93,851.04,648.84,1.99,0.35,1.20
210623-00:01:04,24.54,36.03,2.44,39.19,94.41,946.66,150.92,591.88,918.43,0.89,1.69,0.81
210623-00:01:05,18.17,37.30,29.02,69.34,35.83,124.73,805.07,1.63,644.12,1.05,0.68,0.88
210623-00:01:05,13.50,96.92,99.95,4.76,99.12,595.46,447.96,718.66,507.61,0.29,1.31,1.06
210623-00:01:06,2.36,2.12,98.65,40.51,44.53,754.82,959.38,688.62,982.71,1.87,1.21,1.62
210623-00:01:06,28.00,14.07,91.76,1.11,46.76,787.83,533.46,466.55,526.94,0.71,0.56,1.36
210623-00:01:07,32.31,23.72,6.87,28.87,39.43,275.90,75.17,404.26,191.10,1.32,1.68,1.49
210623-00:01:07,52.75,73.10,66.59,12.02,51.41,287.97,799.93,106.56,561.86,1.25,0.81,1.70
210623-00:01:08,2.34,31.02,3.67,47.97,40.26,950.02,966.58,681.35,311.39,0.05,0.97,0.29
210623-00:01:08,18.46,62.13,70.52,78.68,68.63,505.93,812.05,840.00,887.46,0.92,0.32,1.02
210623-00:01:09,55.53,22.65,23.74,56.74,39.08,833.03,633.73,810.45,829.34,0.75,1.75,0.73
210623-00:01:09,19.40,69.14,39.02,6.79,56.70,15.94,78.75,227.21,155.51,0.31,1.85,1.87
210623-00:01:10,26.09,44.10,57.50,13.77,65.77,349.34,447.81,166.70,438.76,0.22,1.85,0.20
210623-00:01:10,36.94,39.20,71.81,72.82,74.16,832.88,710.82,840.13,383.25,1.56,1.73,1.07
210623-00:01:11,21.00,63.07,98.96,77.17,66.38,966.46,679.93,110.54,811.84,0.17,1.25,0.86
210623-00:01:11,56.43,46.01,24.63,50.51,17.68,77.77,629.85,406.46,390.24,0.36,1.86,0.33
210623-00:01:12,47.87,95.70,87.32,51.72,16.26,487.44,116.16,366.56,831.38,0.25,1.36,0.81
210623-00:01:12,31.72,55.18,0.71,36.75,8.21,4.49,60.64,676.32,378.12,1.47,0.22,0.42
210623-00:01:13,43.33,19.98,3.99,28.66,44.66,21.60,115.05,787.95,517.86,0.04,0.09,0.01
210623-00:01:13,19.70,9.32,0.84,35.32,19.65,83.50,24.35,915.00,812.07,1.47,0.50,0.54
210623-00:01:14,19.55,38.84,94.19,90.19,1.79,296.44,374.31,389.24,379.28,1.01,0.66,0.67
210623-00:01:14,20.94,77.80,96.35,79.92,12.88,661.23,810.53,354.50,172.46,0.74,0.77,1.93
210623-00:01:15,38.38,5.41,68.44,92.44,94.10,17.53,683.21,165.28,911.35,1.93,0.33,0.65
210623-00:01:15,19.41,40.79,24.35,55.85,74.80,145.51,439.67,394.93,72.00,0.18,0.83,0.06
210623-00:01:16,22.07,49.38,87.63,72.09,38.05,317.30,817.78,867.25,80.44,1.90,1.67,1.43
210623-00:01:16,59.97,15.07,30.13,29.01,48.67,814.74,535.45,894.14,79.61,1.02,0.16,0.87
210623-00:01:17,42.27,17.08,26.97,41.00,95.90,403.34,590.69,523.19,757.62,1.70,1.92,0.48
210623-00:01:17,3.02,82.42,42.43,71.78,10.24,590.59,78.61,440.49,957.76,0.91,0.84,1.19
210623-00:01:18,17.83,8.88,54.02,46.00,90.58,715.33,661.11,763.54,358.63,0.35,1.54,0.02
210623-00:01:18,53.36,19.41,52.94,5.78,90.74,160.94,663.57,669.88,0.88,1.95,1.15,0.15
210623-00:01:19,46.38,29.06,94.66,43.71,42.30,14.29,68.91,675.00,432.04,1.93,1.09,1.30
210623-00:01:19,50.09,47.01,68.55,41.09,39.04,171.41,4.09,909.66,877.44,1.82,0.38,1.32
210623-00:01:20,42.42,66.43,64.66,71.20,30.92,123.18,521.56,100.92,460.67,0.25,0.64,0.15
210623-00:01:20,65.09,88.42,21.88,79.79,63.27,36.51,419.73,381.83,725.32,1.19,0.15,1.49
210623-00:01:21,66.50,0.34,57.87,26.34,68.69,11.54,631.91,32.14,819.25,1.75,0.73,0.24
210623-00:01:21,58.35,64.14,46.57,22.33,3.91,661.86,315.58,954.63,955.42,0.22,0.03,1.61
210623-00:01:22,5.06,72.76,60.67,63.22,63.94,17.36,929.99,165.13,673.23,1.03,0.83,1.46
210623-00:01:22,36.27,87.55,12.14,36.64,79.63,135.53,554.84,688.14,570.59,0.29,1.46,1.75
210623-00:01:23,29.25,37.86,12.85,29.86,10.61,514.30,903.81,981.15,763.67,1.38,0.31,1.68
210623-00:01:23,38.64,41.00,67.12,83.51,83.09,131.76,902.38,911.43,472.70,1.31,0.10,1.57
210623-00:01:24,26.50,54.82,90.57,28.89,76.47,469.43,161.73,523.37,845.47,0.49,1.04,0.56
210623-00:01:24,4.08,92.02,68.12,31.83,57.28,870.17,906.62,239.08,22.00,1.59,1.86,1.91
210623-00:01:25,13.80,70.26,26.12,24.13,97.01,15.71,682.65,530.25,93.22,1.39,0.23,0.18
210623-00:01:25,58.03,35.15,79.31,45.77,95.37,341.37,64.71,908.60,717.40,1.41,0.49,0.54
210623-00:01:26,23.89,77.40,4.00,57.10,67.27,591.11,83.90,735.68,676.34,1.16,1.50,0.31
210623-00:01:26,31.21,38.48,16.49,39.43,74.13,837.11,170.32,144.89,718.92,0.70,0.94,1.61
210623-00:01:27,33.83,74.16,11.43,50.21,4.69,326.78,568.23,100.59,621.19,0.43,1.06,1.53
210623-00:01:27,13.28,79.34,50.99,96.46,75.15,365.92,324.04,727.95,441.25,1.60,0.95,1.16
210623-00:01:28,62.40,89.38,67.02,99.50,98.87,458.69,373.39,253.22,604.60,1.42,1.99,0.00
210623-00:01:28,56.95,65.35,67.29,87.29,36.87,49.58,520.31,714.68,769.06,1.63,0.09,0.03
210623-00:01:29,41.88,29.88,43.97,97.20,85.48,784.67,591.87,77.44,938.65,0.77,1.64,0.30
210623-00:01:29,56.11,42.76,37.78,55.06,32.85,712.23,924.89,359.37,691.52,1.81,0.36,0.58
210623-00:01:30,42.71,3.29,8.51,41.23,5.05,201.87,188.63,865.40,83.70,1.28,0.15,0.59
210623-00:01:30,44.66,62.18,5.85,92.96,58.47,421.21,311.52,113.64,407.22,0.59,1.81,1.13
210623-00:01:31,46.73,69.71,76.46,96.50,51.19,193.59,187.54,183.75,912.23,1.90,1.79,0.55
210623-00:01:31,30.03,82.85,9.91,80.00,58.61,521.09,111.63,827.47,399.19,1.05,1.35,1.36
210623-00:01:32,7.94,59.43,37.12,58.74,97.36,854.51,795.27,877.29,649.65,1.42,1.38,0.60
210623-00:01:32,17.51,81.60,57.44,4.57,13.13,712.78,188.31,4.64,726.33,0.20,0.72,1.98
210623-00:01:33,56.21,76.04,44.01,90.49,80.59,310.43,643.63,465.95,268.97,1.70,1.59,0.81
210623-00:01:33,50.37,7.34,59.77,48.52,1.56,194.99,634.40,574.28,435.77,0.16,1.81,1.61
210623-00:01:34,46.09,55.18,36.07,6.31,72.36,186.64,187.53,176.05,800.19,1.51,1.70,0.58
210623-00:01:34,35.97,51.00,31.03,55.46,15.31,498.97,839.45,418.42,526.63,0.94,1.42,0.05
210623-00:01:35,30.36,62.94,35.77,77.69,36.09,230.47,958.26,425.91,607.48,1.53,1.36,1.71
210623-00:01:35,47.35,79.72,58.87,38.61,47.12,883.66,315.40,561.62,520.66,0.66,0.32,0.95
210623-00:01:36,24.89,75.39,96.01,0.08,7.65,902.84,544.22,516.75,13.40,1.88,0.51,0.92
210623-00:01:36,18.81,65.82,66.63,41.52,34.04,110.33,214.52,42.77,894.75,0.95,1.06,0.25
210623-00:01:37,29.13,96.69,48.02,38.00,90.05,271.24,320.04,888.74,632.07,1.98,1.26,1.20
210623-00:01:37,18.19,64.62,15.60,9.44,92.34,850.46,42.50,53.31,765.15,1.70,0.82,1.70
210623-00:01:38,10.89,79.29,25.86,71.02,37.13,80.31,311.49,786.47,911.89,1.26,1.10,1.04
210623-00:01:38,37.67,8.88,73.93,81.27,60.58,314.15,61.77,478.63,934.01,0.65,0.97,0.65
210623-00:01:39,19.87,78.94,27.10,28.54,96.65,389.24,957.48,691.23,5.87,0.21,0.45,0.25
210623-00:01:39,34.85,83.47,49.91,62.81,68.22,616.06,62.48,862.08,335.77,1.13,1.08,0.54
210623-00:01:40,28.88,99.84,98.90,48.46,10.22,762.05,941.27,587.71,59.05,0.26,0.22,0.02
210623-00:01:40,2.81,6.39,93.01,92.00,83.45,164.06,5.05,566.64,202.44,0.08,1.00,0.90
210623-00:01:41,60.66,87.21,10.31,12.42,12.41,543.73,648.80,291.47,22.58,1.30,0.56,0.23
210623-00:01:41,61.33,7.91,5.94,40.06,89.55,960.32,970.49,777.86,534.66,1.43,1.60,0.36
210623-00:01:42,21.65,21.73,6.90,68.40,45.15,176.29,976.45,241.30,969.17,1.11,0.07,1.05
210623-00:01:42,49.62,30.72,93.34,36.64,15.64,610.77,497.53,953.71,593.60,1.60,0.98,1.24
210623-00:01:43,0.60,92.64,66.70,50.55,90.92,95.87,860.87,618.92,393.01,0.10,0.12,0.19
210623-00:01:43,40.81,41.47,33.49,86.18,82.98,840.20,640.29,391.61,339.88,1.45,1.55,0.07
210623-00:01:44,33.14,66.31,60.99,31.72,58.46,339.69,857.30,49.94,550.23,0.91,1.98,1.04
210623-00:01:44,25.77,99.18,52.91,29.61,65.11,616.46,881.74,411.00,994.64,0.84,0.40,0.78
210623-00:01:45,39.83,18.60,50.81,50.58,33.14,74.24,460.84,826.08,849.65,0.77,0.87,1.87
210623-00:01:45,46.53,20.21,11.20,10.69,49.08,895.72,192.57,679.64,190.75,0.51,0.26,0.17
210623-00:01:46,26.95,61.07,78.17,87.52,7.30,581.15,999.19,740.04,109.64,0.96,1.02,1.44
210623-00:01:46,7.88,29.76,33.28,29.88,95.82,180.31,859.26,5.80,632.33,0.79,1.85,0.53
210623-00:01:47,3.40,34.35,67.69,40.43,58.22,49.34,354.07,723.50,572.78,0.26,1.99,1.85
210623-00:01:47,35.15,24.96,48.26,10.88,20.44,758.63,392.86,692.18,63.74,1.24,1.74,0.67
210623-00:01:48,56.09,37.20,35.75,40.05,48.23,823.04,340.26,759.87,374.11,1.97,1.83,0.48
210623-00:01:48,57.87,35.24,40.29,97.60,39.95,123.53,929.47,352.37,892.77,1.69,0.07,0.46
210623-00:01:49,48.97,92.48,30.20,27.66,61.51,878.61,876.73,505.49,854.87,1.04,0.91,0.46
210623-00:01:49,15.44,12.52,10.43,24.12,53.39,58.09,396.90,417.94,821.70,0.27,0.65,1.37
210623-00:01:50,56.86,47.55,2.29,53.55,35.80,559.28,350.21,115.23,588.81,1.86,0.11,1.99
210623-00:01:50,47.61,1.93,29.89,38.02,90.56,958.43,322.21,151.10,41.67,0.33,1.04,0.86
210623-00:01:51,13.29,46.97,43.74,32.90,26.29,333.11,53.52,781.40,417.38,0.46,1.61,0.62
210623-00:01:51,19.96,88.64,8.10,66.64,75.56,923.29,717.93,436.34,824.59,0.99,1.68,1.31
210623-00:01:52,21.59,96.57,36.48,64.46,11.14,55.41,75.67,748.64,634.64,0.95,1.52,1.45
210623-00:01:52,58.87,25.21,43.74,47.27,85.06,987.86,963.24,658.16,747.63,1.19,0.85,1.36
210623-00:39:29,40.59,89.53,29.16,73.91,47.70,718.77,528.50,349.86,383.19,1.85,0.55,1.63
210623-00:39:29,4.59,81.45,68.87,72.16,21.05,398.72,593.71,67.46,786.61,1.04,1.38,0.07
210623-00:39:30,24.97,54.95,75.65,14.98,1.29,564.90,259.50,825.86,402.61,1.80,0.67,1.64
210623-00:39:30,29.13,51.24,23.78,86.17,69.26,614.39,457.07,477.36,342.07,1.84,1.55,1.87
210623-00:39:31,56.00,56.36,37.41,49.62,3.87,314.05,233.15,178.32,294.18,1.35,1.97,0.05
210623-00:39:31,62.27,97.79,14.40,10.52,76.80,107.40,372.28,172.91,177.26,0.95,1.80,1.92
210623-00:39:32,69.17,97.70,25.33,75.74,54.17,841.50,325.31,747.73,210.52,0.73,0.31,1.87
210623-00:39:32,28.49,14.68,52.36,84.56,59.73,692.42,840.26,747.66,572.37,1.80,1.52,0.76
210623-00:39:33,39.59,36.44,18.21,4.99,90.39,834.05,276.04,464.70,771.06,0.91,0.98,1.25
210623-00:39:33,53.88,0.20,55.60,83.19,10.49,607.07,985.12,106.78,447.58,0.39,1.01,1.50
210623-00:39:34,68.82,75.91,74.24,88.72,7.59,558.41,199.78,387.14,1.33,0.20,1.90,1.08
210623-00:39:34,43.42,16.14,21.79,48.62,38.43,179.97,876.37,277.72,865.52,1.65,0.90,0.82
210623-00:39:35,40.63,7.12,15.70,23.24,20.20,65.37,889.76,791.66,804.09,0.09,1.04,0.54
210623-00:39:35,32.25,27.43,42.01,85.79,63.27,74.25,73.94,706.85,965.50,0.03,1.79,1.30
210623-00:39:36,69.89,8.10,56.30,64.96,29.35,114.65,609.05,949.75,473.34,1.91,1.46,1.27
210623-00:39:36,62.61,8.34,60.51,25.18,30.68,578.80,289.46,365.33,907.44,0.85,1.12,0.17
210623-00:39:37,26.16,12.58,57.67,59.00,26.65,615.38,536.73,65.02,628.39,0.95,0.17,1.48
